0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-1.2364778603818776,-0.22126411023680354,-0.8701833340815202,0.1405047057619635,0.7435500452254252,-0.7049259983890862,2.3348689263480744,0,1,0.7365448463520786,0.6665851703871981,0.04443422718336676,0.015497700455348484,0.5374051066549608,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.9046043153555399,-0.3651681190859368,-1.7645135849361147,0.1405047057619635,1.0953598608040507,1.0270789116578085,2.3348689263480744,0,0,0.2901864891025182,0.40328842623590844,0.5079428329840657,0.4008043466092699,0.13241420689107497,0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,-0.738667542842371,-0.5200598724531074,0.024146916773074168,1.0469866784197936,0.7435500452254252,-0.7049259983890862,-0.4282895663715403,0,1,0.871817202827777,0.37417555974740546,0.6658899653860197,0.9119073079901249,0.2865868942947155,0
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,-0.9046043153555399,-0.4261323789924662,-0.8701833340815202,-1.6724592395536968,-0.8395941248783899,1.0270789116578085,-0.4282895663715403,0,0,0.5697303270160428,0.08304207339628578,0.456481054864474,0.6328893487722476,0.8592735841653097,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,-1.2364778603818776,-0.6724705222194308,-1.7645135849361147,-0.7659772668958666,0.03993041406817406,-0.7049259983890862,-0.4282895663715403,1,1,0.6404892992308244,0.9750213346919814,0.5648682408305673,0.7657805988260135,0.5960372585618653,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,-1.2364778603818776,-1.0084828384484417,0.9184771676276685,1.0469866784197936,0.3037877757521432,-0.7049259983890862,-0.4282895663715403,0,1,0.8288414297716097,0.15054469343412757,0.24865600493599294,0.18640808507422224,0.780095790270595,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.738667542842371,-1.0145083757647846,0.024146916773074168,0.1405047057619635,0.5676451374361124,1.0270789116578085,-0.4282895663715403,0,1,0.8756808453804147,0.14735704492149448,0.17595564754713366,0.5849059097391223,0.9509239658234863,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,-1.1535094741252931,-0.3034949724363083,0.024146916773074168,-0.7659772668958666,-0.13597449372113873,-0.7049259983890862,-0.4282895663715403,0,1,0.5096026821880932,0.34451286122655156,0.9812908827221479,0.2596759356206163,0.6627976436506545,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,3.2438149974736814,1.2634991731844265,0.024146916773074168,1.0469866784197936,2.4146466692238966,1.0270789116578085,-0.4282895663715403,1,1,0.9357235695946355,0.027922622575885292,0.34740001244528496,0.6846921771824849,0.3100783071006211,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-0.2408572253028645,-0.48142554495420214,0.024146916773074168,0.1405047057619635,0.03993041406817406,-0.7049259983890862,-0.4282895663715403,1,1,0.023029803224115852,0.6832331100696526,0.2429280143917295,0.5455928026048206,0.6346415059410085,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0.2569530922366421,0.26538663890078273,-0.8701833340815202,-0.7659772668958666,-0.7516416709837335,-0.7049259983890862,-0.4282895663715403,0,1,0.0073311189702062185,0.88813795719796,0.11218211653676158,0.8478795694476572,0.4696726386389718,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.2408572253028645,0.9196891027813249,-0.8701833340815202,-0.7659772668958666,-0.4877843092997643,1.0270789116578085,-0.4282895663715403,1,1,0.9162334403263079,0.7796122408557193,0.1736105314967249,0.33691321494715487,0.48040278692872385,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,-0.738667542842371,-0.7114592930898858,0.9184771676276685,1.0469866784197936,1.8869319458559584,-0.7049259983890862,-0.4282895663715403,0,1,0.9442464880603534,0.240515490196762,0.037190321645954816,0.6857274100455607,0.08957142815435737,0
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-0.738667542842371,-0.637026185064472,0.9184771676276685,-1.6724592395536968,-0.22392694761579512,-0.7049259983890862,-0.4282895663715403,1,1,0.16246863542806111,0.1089280562449152,0.3909353690967331,0.6819302548198949,0.9831764126719831,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1.999289203624915,0.5227125266457847,0.9184771676276685,-0.7659772668958666,-0.9275465787730462,1.0270789116578085,-0.4282895663715403,0,1,0.0725928977774043,0.3924595336669028,0.7467596379723135,0.7222930850100991,0.041984903276337415,1
0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,2.2481943623946683,1.0061732854394247,-1.7645135849361147,0.1405047057619635,-0.3998318554051079,-0.7049259983890862,-0.4282895663715403,1,1,0.4024053697089536,0.49050319842084245,0.5337035145529797,0.868461047386005,0.25167395111519963,0
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,-0.2408572253028645,-0.41514463447442895,0.9184771676276685,-0.7659772668958666,0.12788286796283044,-0.7049259983890862,-0.4282895663715403,0,1,0.4916060058768933,0.5755482923963,0.9237587203969508,0.945261026829164,0.914311786811975,1
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.9046043153555399,-0.7252825845803197,-0.8701833340815202,-0.7659772668958666,0.12788286796283044,-0.7049259983890862,-0.4282895663715403,1,1,0.4551014600306499,0.31543995159933547,0.7402018491338256,0.9632470873610717,0.6598468672714001,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,-0.9875727016121243,-0.9971406505588548,0.9184771676276685,0.1405047057619635,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,0,1,0.29990726672255297,0.9109034486830139,0.7484672117439775,0.26186301385582544,0.7054324351899224,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.7547634097761486,-0.3325593289033746,0.9184771676276685,-0.7659772668958666,-0.4877843092997643,-0.7049259983890862,-0.4282895663715403,0,1,0.44421739144694894,0.1683489198026229,0.23910160177491802,0.9724021707073135,0.8411220463856609,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.738667542842371,-0.7490302904741422,0.024146916773074168,-1.6724592395536968,-0.8395941248783899,-0.7049259983890862,-0.4282895663715403,1,1,0.015109662873525997,0.26950911142213707,0.21933328207733904,0.535417668914014,0.9484390751266432,0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.2408572253028645,1.039490962365086,-0.8701833340815202,1.0469866784197936,0.7435500452254252,-0.7049259983890862,2.3348689263480744,1,1,0.08491624144449716,0.878003935514339,0.2629762076866363,0.5346034084972126,0.3852022036046209,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.7547634097761486,1.033465425048743,-1.7645135849361147,1.0469866784197936,-1.0154990326677027,1.0270789116578085,-0.4282895663715403,0,1,0.5459767317798895,0.3485923530608267,0.09265865818967911,0.13850176788519464,0.627657743063881,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2.2481943623946683,1.0178699167005612,0.9184771676276685,1.0469866784197936,1.9748843997506147,1.0270789116578085,-0.4282895663715403,0,1,0.38744269988053515,0.6176513046628482,0.5221841328191033,0.5970052035835663,0.8412419458804324,1
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-0.8216359290989554,-0.6657360981599887,0.9184771676276685,1.0469866784197936,-0.048022039826482336,1.0270789116578085,-0.4282895663715403,0,1,0.6721857216430192,0.8706805359515777,0.08311681418526062,0.7746785035311096,0.16337983218881424,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1.2525737273156552,-0.34461040353606065,0.9184771676276685,1.0469866784197936,0.3037877757521432,-0.7049259983890862,-0.4282895663715403,0,1,0.5671657079490878,0.022106803519221674,0.754760764651941,0.21464903038775718,0.3894055400051425,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1.2364778603818776,-0.6802682763935218,-1.7645135849361147,-0.7659772668958666,-1.103451486562359,-0.7049259983890862,-0.4282895663715403,1,1,0.7776945443797609,0.003716454206546649,0.08715759649698107,0.5191367039733801,0.036294156198253935,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,-0.8216359290989554,1.4024409748318656,-1.7645135849361147,1.0469866784197936,0.3037877757521432,1.0270789116578085,-0.4282895663715403,0,1,0.3058657838441011,0.932521429736286,0.616286625189814,0.5752820907496933,0.4458633061667189,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,-0.738667542842371,-0.4247146055062679,0.9184771676276685,-0.7659772668958666,-0.6636892170890771,-0.7049259983890862,-0.4282895663715403,0,1,0.44948707202270655,0.47434033267827225,0.8419094259065173,0.21435582406210718,0.9529996026589942,0
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.2569530922366421,-0.3325593289033746,0.9184771676276685,-0.7659772668958666,-0.5757367631944207,-0.7049259983890862,-0.4282895663715403,0,1,0.04165346760581834,0.08030534743760653,0.22445535248752024,0.8793396332112554,0.004693271663509524,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0.5058582510063954,0.9547789965647342,-1.7645135849361147,-0.7659772668958666,-0.4877843092997643,1.0270789116578085,-0.4282895663715403,1,1,0.07124861085400169,0.6330115875617253,0.39673165947153766,0.38432391556957424,0.7236236352009274,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.738667542842371,-0.7121681798329849,0.024146916773074168,-0.7659772668958666,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,0,1,0.013391744872769507,0.13575003491644977,0.0015967563246129801,0.3973406965595896,0.11540733260478286,0
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,-0.2408572253028645,0.03783399436594634,-0.8701833340815202,-1.6724592395536968,-0.3998318554051079,-0.7049259983890862,-0.4282895663715403,1,1,0.11278847994803731,0.3012182970344629,0.03231238544687931,0.07820621274092954,0.5448437340259135,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1.2525737273156552,-0.37083921303073025,0.9184771676276685,1.0469866784197936,1.8869319458559584,1.0270789116578085,-0.4282895663715403,1,1,0.6493469265213265,0.886203193866671,0.8046064927204416,0.635461773277152,0.18286897956241233,1
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,-1.2364778603818776,-0.8819465548052382,-1.7645135849361147,-0.7659772668958666,-0.8395941248783899,-0.7049259983890862,2.3348689263480744,0,1,0.0848883382674589,0.5474459639797238,0.5214218274840843,0.8561571006331755,0.4015131604570169,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,-0.738667542842371,1.1330640124541778,-0.8701833340815202,-1.6724592395536968,1.4471696763826765,-0.7049259983890862,-0.4282895663715403,1,1,0.9275479123931405,0.838501136297423,0.7422897463560164,0.28298786271689036,0.27076037736941305,1
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1.2525737273156552,2.231129577514806,-0.8701833340815202,-0.7659772668958666,-0.3998318554051079,1.0270789116578085,-0.4282895663715403,0,1,0.16355205532016637,0.5666727213796918,0.21836208650473754,0.8317015928958428,0.1634361159960792,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-0.2408572253028645,-0.46441226311982187,0.024146916773074168,-0.7659772668958666,-1.103451486562359,-0.7049259983890862,-0.4282895663715403,0,1,0.3060815003373162,0.7404472355141615,0.7098420891342915,0.2172831841848818,0.8565858247771833,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1.2525737273156552,1.0483520466538259,0.9184771676276685,1.0469866784197936,-1.103451486562359,1.0270789116578085,-0.4282895663715403,1,1,0.6499276226771656,0.5362823799310631,0.017774421932895135,0.9730048581423273,0.3312733242857624,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-0.9875727016121243,-0.6664449849030879,-0.8701833340815202,-1.6724592395536968,-0.7516416709837335,-0.7049259983890862,-0.4282895663715403,1,1,0.5624350634541868,0.35004260048210856,0.2758672968706085,0.22871423014254832,0.8256552243333517,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,-0.4897623840726178,-0.6146962526568478,0.9184771676276685,1.0469866784197936,1.2712647685933636,1.0270789116578085,-0.4282895663715403,1,1,0.9930634176080605,0.03267719356459797,0.6980770371997336,0.7729332510152943,0.48871846447057,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1.2525737273156552,-0.4672478100922186,0.9184771676276685,1.0469866784197936,2.238741761434584,-0.7049259983890862,-0.4282895663715403,1,1,0.24541051577038397,0.3562877470651624,0.671203996406463,0.5919881115732915,0.13945923632957014,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,2.2481943623946683,3.9519521463880625,-0.8701833340815202,-0.7659772668958666,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,1,1,0.4579514065534863,0.05260201055270819,0.6319244380385806,0.07330760448955931,0.8679102540983795,1
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0.2569530922366421,-0.03199134982932277,0.9184771676276685,1.0469866784197936,-0.8395941248783899,-0.7049259983890862,-0.4282895663715403,1,1,0.7270587710934074,0.06944063187916771,0.1410409776789091,0.7381224978178795,0.24044427286132974,0
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0.5058582510063954,0.6800853836138023,0.9184771676276685,1.0469866784197936,1.0953598608040507,4.491088731751598,2.3348689263480744,1,1,0.23492199733309038,0.6817047902870503,0.3631347482875994,0.6670636364279002,0.8134850507415322,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,-0.738667542842371,-0.3899791550944081,-0.8701833340815202,-0.7659772668958666,-0.5757367631944207,-0.7049259983890862,-0.4282895663715403,0,1,0.7905629302883798,0.37825883946586103,0.11351291448646028,0.027854140247731585,0.116573425757168,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,-0.738667542842371,-0.8025512395781302,0.9184771676276685,-1.6724592395536968,-1.1914039404570154,-0.7049259983890862,-0.4282895663715403,0,1,0.8548420757042393,0.2879262122920643,0.7575720627461081,0.8583113412965635,0.7246548260622446,0
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1.2525737273156552,-0.5147432218798635,0.9184771676276685,1.0469866784197936,0.12788286796283044,-0.7049259983890862,-0.4282895663715403,1,1,0.30053819480918964,0.6091501959496273,0.6613574265938703,0.43842793043244765,0.44873376351727545,1
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1.2525737273156552,-0.31093828323884964,0.9184771676276685,1.0469866784197936,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,0,1,0.6597737597582968,0.1559245401255308,0.43040270983757345,0.8718315855439746,0.5306646141014729,0
