0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-0.738667542842371,-0.7004715485718485,0.024146916773074168,-1.6724592395536968,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,0,1,0.46745657142751196,0.5852868546438813,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2.2481943623946683,0.3674663299070645,0.024146916773074168,1.0469866784197936,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,0,1,0.15048672871589208,0.007618636430488324,1
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.738667542842371,-0.6040629515103602,-1.7645135849361147,-1.6724592395536968,-1.1914039404570154,-0.7049259983890862,-0.4282895663715403,1,1,0.6019554407293161,0.15959694609522213,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0.2569530922366421,-0.734498112240609,0.9184771676276685,1.0469866784197936,2.1507893075399274,1.0270789116578085,-0.4282895663715403,0,1,0.7483378652062186,0.9620842218159823,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-0.4897623840726178,-0.6621916644444927,-0.8701833340815202,1.0469866784197936,-0.6636892170890771,-0.7049259983890862,-0.4282895663715403,0,1,0.00282448177579675,0.9994709084282681,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0.2569530922366421,-0.7050793124019931,0.9184771676276685,-0.7659772668958666,-0.3118794015104515,-0.7049259983890862,-0.4282895663715403,0,1,0.8314359084784693,0.974649841469411,1
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0.2569530922366421,-0.30030498209236195,0.9184771676276685,1.0469866784197936,1.5351221302773328,1.0270789116578085,-0.4282895663715403,0,1,0.13818206107391806,0.5074864833127686,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0.7547634097761486,1.701591180419719,-0.8701833340815202,0.1405047057619635,-0.9275465787730462,2.7590838217047033,-0.4282895663715403,0,1,0.35207608541186775,0.04149607680636924,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0.2569530922366421,3.2990674559937188,0.9184771676276685,-0.7659772668958666,0.7435500452254252,-0.7049259983890862,-0.4282895663715403,1,1,0.234832478875587,0.1402769412807653,1
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0.2569530922366421,0.056265049686524994,0.024146916773074168,-0.7659772668958666,-0.3998318554051079,-0.7049259983890862,2.3348689263480744,1,1,0.9222629636819326,0.9520610721378664,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.9875727016121243,-0.4030935598417429,0.9184771676276685,1.0469866784197936,1.0953598608040507,2.7590838217047033,-0.4282895663715403,1,1,0.6561563809431376,0.7589831492499591,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-1.2364778603818776,-0.22126411023680354,-0.8701833340815202,0.1405047057619635,0.7435500452254252,-0.7049259983890862,2.3348689263480744,0,1,0.6495795147227629,0.23989258440105943,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.9046043153555399,-0.3651681190859368,-1.7645135849361147,0.1405047057619635,1.0953598608040507,1.0270789116578085,2.3348689263480744,0,0,0.9848044635303013,0.8316900222737426,0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,-0.738667542842371,-0.5200598724531074,0.024146916773074168,1.0469866784197936,0.7435500452254252,-0.7049259983890862,-0.4282895663715403,0,1,0.42388253060129777,0.9722317078458862,0
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,-0.9046043153555399,-0.4261323789924662,-0.8701833340815202,-1.6724592395536968,-0.8395941248783899,1.0270789116578085,-0.4282895663715403,0,0,0.6610116473632096,0.7118563102933926,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,-1.2364778603818776,-0.6724705222194308,-1.7645135849361147,-0.7659772668958666,0.03993041406817406,-0.7049259983890862,-0.4282895663715403,1,1,0.3689766586071508,0.6116863395615169,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,-1.2364778603818776,-1.0084828384484417,0.9184771676276685,1.0469866784197936,0.3037877757521432,-0.7049259983890862,-0.4282895663715403,0,1,0.24163711608061833,0.6284672857631043,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.738667542842371,-1.0145083757647846,0.024146916773074168,0.1405047057619635,0.5676451374361124,1.0270789116578085,-0.4282895663715403,0,1,0.21821555501807066,0.6073717321570722,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,-1.1535094741252931,-0.3034949724363083,0.024146916773074168,-0.7659772668958666,-0.13597449372113873,-0.7049259983890862,-0.4282895663715403,0,1,0.243434996820037,0.4712302283506088,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,3.2438149974736814,1.2634991731844265,0.024146916773074168,1.0469866784197936,2.4146466692238966,1.0270789116578085,-0.4282895663715403,1,1,0.152614339229722,0.9129025159739702,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-0.2408572253028645,-0.48142554495420214,0.024146916773074168,0.1405047057619635,0.03993041406817406,-0.7049259983890862,-0.4282895663715403,1,1,0.6637411980900548,0.4650172182420387,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0.2569530922366421,0.26538663890078273,-0.8701833340815202,-0.7659772668958666,-0.7516416709837335,-0.7049259983890862,-0.4282895663715403,0,1,0.5429788022112536,0.7477507192830887,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.2408572253028645,0.9196891027813249,-0.8701833340815202,-0.7659772668958666,-0.4877843092997643,1.0270789116578085,-0.4282895663715403,1,1,0.3656851327792007,0.26325128231876327,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,-0.738667542842371,-0.7114592930898858,0.9184771676276685,1.0469866784197936,1.8869319458559584,-0.7049259983890862,-0.4282895663715403,0,1,0.23998568859005553,0.41536503878289466,0
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-0.738667542842371,-0.637026185064472,0.9184771676276685,-1.6724592395536968,-0.22392694761579512,-0.7049259983890862,-0.4282895663715403,1,1,0.6379509703082314,0.7281088845360292,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1.999289203624915,0.5227125266457847,0.9184771676276685,-0.7659772668958666,-0.9275465787730462,1.0270789116578085,-0.4282895663715403,0,1,0.3143593811517974,0.13190891013185402,1
0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,2.2481943623946683,1.0061732854394247,-1.7645135849361147,0.1405047057619635,-0.3998318554051079,-0.7049259983890862,-0.4282895663715403,1,1,0.6992861912539262,0.08487744047397705,0
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,-0.2408572253028645,-0.41514463447442895,0.9184771676276685,-0.7659772668958666,0.12788286796283044,-0.7049259983890862,-0.4282895663715403,0,1,0.6963682140034287,0.5126406277333369,1
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.9046043153555399,-0.7252825845803197,-0.8701833340815202,-0.7659772668958666,0.12788286796283044,-0.7049259983890862,-0.4282895663715403,1,1,0.848606859153405,0.20382037905339478,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,-0.9875727016121243,-0.9971406505588548,0.9184771676276685,0.1405047057619635,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,0,1,0.09771843758179444,0.8525607025088684,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.7547634097761486,-0.3325593289033746,0.9184771676276685,-0.7659772668958666,-0.4877843092997643,-0.7049259983890862,-0.4282895663715403,0,1,0.8491460835175532,0.37494141480604315,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.738667542842371,-0.7490302904741422,0.024146916773074168,-1.6724592395536968,-0.8395941248783899,-0.7049259983890862,-0.4282895663715403,1,1,0.28977814327765283,0.8834896314743224,0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.2408572253028645,1.039490962365086,-0.8701833340815202,1.0469866784197936,0.7435500452254252,-0.7049259983890862,2.3348689263480744,1,1,0.6833975299673593,0.20042510634020594,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.7547634097761486,1.033465425048743,-1.7645135849361147,1.0469866784197936,-1.0154990326677027,1.0270789116578085,-0.4282895663715403,0,1,0.07567489975037256,0.4516575597087381,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2.2481943623946683,1.0178699167005612,0.9184771676276685,1.0469866784197936,1.9748843997506147,1.0270789116578085,-0.4282895663715403,0,1,0.7021191814856069,0.06629135520406448,1
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-0.8216359290989554,-0.6657360981599887,0.9184771676276685,1.0469866784197936,-0.048022039826482336,1.0270789116578085,-0.4282895663715403,0,1,0.5460659791557384,0.011297775287060108,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1.2525737273156552,-0.34461040353606065,0.9184771676276685,1.0469866784197936,0.3037877757521432,-0.7049259983890862,-0.4282895663715403,0,1,0.6660208311177096,0.11498764743760326,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1.2364778603818776,-0.6802682763935218,-1.7645135849361147,-0.7659772668958666,-1.103451486562359,-0.7049259983890862,-0.4282895663715403,1,1,0.5508886149515332,0.1738169978662779,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,-0.8216359290989554,1.4024409748318656,-1.7645135849361147,1.0469866784197936,0.3037877757521432,1.0270789116578085,-0.4282895663715403,0,1,0.5027312895960603,0.17874513864134445,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,-0.738667542842371,-0.4247146055062679,0.9184771676276685,-0.7659772668958666,-0.6636892170890771,-0.7049259983890862,-0.4282895663715403,0,1,0.6244570928219744,0.8269843145133234,0
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.2569530922366421,-0.3325593289033746,0.9184771676276685,-0.7659772668958666,-0.5757367631944207,-0.7049259983890862,-0.4282895663715403,0,1,0.8772705800241436,0.28929407593329826,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0.5058582510063954,0.9547789965647342,-1.7645135849361147,-0.7659772668958666,-0.4877843092997643,1.0270789116578085,-0.4282895663715403,1,1,0.10928170603958687,0.14398417475699998,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.738667542842371,-0.7121681798329849,0.024146916773074168,-0.7659772668958666,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,0,1,0.8937445825892992,0.6490567597973228,0
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,-0.2408572253028645,0.03783399436594634,-0.8701833340815202,-1.6724592395536968,-0.3998318554051079,-0.7049259983890862,-0.4282895663715403,1,1,0.49028571722070613,0.2069134087997584,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1.2525737273156552,-0.37083921303073025,0.9184771676276685,1.0469866784197936,1.8869319458559584,1.0270789116578085,-0.4282895663715403,1,1,0.960005741519041,0.6160527229457821,1
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,-1.2364778603818776,-0.8819465548052382,-1.7645135849361147,-0.7659772668958666,-0.8395941248783899,-0.7049259983890862,2.3348689263480744,0,1,0.7907287521851311,0.41808174142473586,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,-0.738667542842371,1.1330640124541778,-0.8701833340815202,-1.6724592395536968,1.4471696763826765,-0.7049259983890862,-0.4282895663715403,1,1,0.5653038901836299,0.4283315117085631,1
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1.2525737273156552,2.231129577514806,-0.8701833340815202,-0.7659772668958666,-0.3998318554051079,1.0270789116578085,-0.4282895663715403,0,1,0.5005038157600813,0.8450998471819019,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-0.2408572253028645,-0.46441226311982187,0.024146916773074168,-0.7659772668958666,-1.103451486562359,-0.7049259983890862,-0.4282895663715403,0,1,0.9089186678787466,0.9565327689727802,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1.2525737273156552,1.0483520466538259,0.9184771676276685,1.0469866784197936,-1.103451486562359,1.0270789116578085,-0.4282895663715403,1,1,0.94775046543918,0.16631809096454986,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-0.9875727016121243,-0.6664449849030879,-0.8701833340815202,-1.6724592395536968,-0.7516416709837335,-0.7049259983890862,-0.4282895663715403,1,1,0.03920320798058152,0.49074118310022763,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,-0.4897623840726178,-0.6146962526568478,0.9184771676276685,1.0469866784197936,1.2712647685933636,1.0270789116578085,-0.4282895663715403,1,1,0.7341701611797266,0.812068565295112,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1.2525737273156552,-0.4672478100922186,0.9184771676276685,1.0469866784197936,2.238741761434584,-0.7049259983890862,-0.4282895663715403,1,1,0.5794597285029331,0.3680130933207407,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,2.2481943623946683,3.9519521463880625,-0.8701833340815202,-0.7659772668958666,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,1,1,0.6491541612157118,0.4334321895539839,1
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0.2569530922366421,-0.03199134982932277,0.9184771676276685,1.0469866784197936,-0.8395941248783899,-0.7049259983890862,-0.4282895663715403,1,1,0.9587379386955898,0.9667318016704152,0
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0.5058582510063954,0.6800853836138023,0.9184771676276685,1.0469866784197936,1.0953598608040507,4.491088731751598,2.3348689263480744,1,1,0.8681270551661062,0.621429453829644,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,-0.738667542842371,-0.3899791550944081,-0.8701833340815202,-0.7659772668958666,-0.5757367631944207,-0.7049259983890862,-0.4282895663715403,0,1,0.966781557673357,0.6598520545721445,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,-0.738667542842371,-0.8025512395781302,0.9184771676276685,-1.6724592395536968,-1.1914039404570154,-0.7049259983890862,-0.4282895663715403,0,1,0.8479370602897776,0.8434546074691153,0
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1.2525737273156552,-0.5147432218798635,0.9184771676276685,1.0469866784197936,0.12788286796283044,-0.7049259983890862,-0.4282895663715403,1,1,0.9676966725725242,0.7705419762871203,1
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1.2525737273156552,-0.31093828323884964,0.9184771676276685,1.0469866784197936,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,0,1,0.7003886601531544,0.9321995173218574,0
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1.2525737273156552,1.723212226084244,-1.7645135849361147,-0.7659772668958666,-0.4877843092997643,-0.7049259983890862,-0.4282895663715403,0,1,0.2356733378126743,0.069832078790388,0
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,-1.1535094741252931,-0.9007320534973665,0.9184771676276685,-0.7659772668958666,0.919454953014738,1.0270789116578085,-0.4282895663715403,1,1,0.5712196816697218,0.13311392790088927,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,-1.0705410878687087,-0.7469036302448446,0.024146916773074168,1.0469866784197936,1.35921722248802,1.0270789116578085,2.3348689263480744,1,1,0.775663715170765,0.9944984115214629,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.7503840448551617,0.9508801194776887,-0.8701833340815202,-1.6724592395536968,0.479692683541456,1.0270789116578085,-0.4282895663715403,0,1,0.7540500089570863,0.6289107631359441,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1.2525737273156552,-0.45874116917502844,0.9184771676276685,1.0469866784197936,0.3917402296467996,-0.7049259983890862,-0.4282895663715403,1,1,0.10244563408978258,0.027823303045995673,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,-0.738667542842371,-0.6185951297438933,0.9184771676276685,1.0469866784197936,2.678504030907866,1.0270789116578085,-0.4282895663715403,0,1,0.8354057147102182,0.7951428070201485,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1.7503840448551617,0.24589225346555532,0.9184771676276685,0.1405047057619635,-0.13597449372113873,-0.7049259983890862,-0.4282895663715403,0,1,0.8092509891275949,0.25978907825709674,1
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,-0.8216359290989554,0.5315736109345244,-0.8701833340815202,1.0469866784197936,1.35921722248802,-0.7049259983890862,-0.4282895663715403,0,1,0.8314810510388942,0.6623023918557962,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,2.746004679934175,2.185051939213359,-0.8701833340815202,-0.7659772668958666,0.3037877757521432,-0.7049259983890862,2.3348689263480744,0,1,0.1353013729408622,0.8553262885363062,0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0.7547634097761486,0.19875128504945994,-0.8701833340815202,-1.6724592395536968,-1.1914039404570154,-0.7049259983890862,-0.4282895663715403,0,1,0.37337413844676526,0.6238426024952767,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0.2569530922366421,0.9469812423906432,-1.7645135849361147,-1.6724592395536968,0.7435500452254252,1.0270789116578085,-0.4282895663715403,1,1,0.3073109760028505,0.28668116455338544,1
