0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1.2525737273156552,-0.34461040353606065,0.9184771676276685,1.0469866784197936,0.3037877757521432,-0.7049259983890862,-0.4282895663715403,0,1,0.8489769238458452,0.5214490005395063,0.5220182883298543,0.9779069513295549,0.16818466831883394,0.5931892476972884,0.568051814122661,0.4420198984007734,0.9975392129575417,0.580292923159788,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1.2364778603818776,-0.6802682763935218,-1.7645135849361147,-0.7659772668958666,-1.103451486562359,-0.7049259983890862,-0.4282895663715403,1,1,0.19928577938996528,0.0998198425942487,0.4503452353666668,0.5818378042937338,0.43206281940140545,0.7986362730963781,0.6346838544589625,0.6029563988060201,0.7276216854356761,0.7620864441173223,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,-0.8216359290989554,1.4024409748318656,-1.7645135849361147,1.0469866784197936,0.3037877757521432,1.0270789116578085,-0.4282895663715403,0,1,0.2592571924357542,0.37040518762615593,0.42315311397724775,0.5840115070650549,0.33630186679872953,0.5919523723052303,0.6781388657566106,0.995152362557973,0.024365948554387673,0.48766240220330337,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,-0.738667542842371,-0.4247146055062679,0.9184771676276685,-0.7659772668958666,-0.6636892170890771,-0.7049259983890862,-0.4282895663715403,0,1,0.9330478895420552,0.466820612402589,0.12607682176147295,0.8351469716868228,0.17489614776077544,0.4018191603389877,0.6887076782883088,0.23547521148631234,0.048555248811380736,0.27811287409424834,0
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.2569530922366421,-0.3325593289033746,0.9184771676276685,-0.7659772668958666,-0.5757367631944207,-0.7049259983890862,-0.4282895663715403,0,1,0.017748057576183585,0.8333486314105991,0.08212906130895281,0.7810556891449926,0.8658428676724448,0.8656184656302359,0.3912762430278445,0.42871784884005093,0.06733060336715857,0.4292074851176586,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0.5058582510063954,0.9547789965647342,-1.7645135849361147,-0.7659772668958666,-0.4877843092997643,1.0270789116578085,-0.4282895663715403,1,1,0.231432160493095,0.9635687737788108,0.20889697619955794,0.5571366247769532,0.5742801795902986,0.7051210107981433,0.5590484714702725,0.8276328445071194,0.8335900389453119,0.5993622974039917,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.738667542842371,-0.7121681798329849,0.024146916773074168,-0.7659772668958666,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,0,1,0.25064816524494715,0.6049049886012023,0.41663424849496655,0.9440607967351653,0.48982139092332944,0.6576315007378526,0.4485584567487,0.859723247834273,0.8930874850765053,0.8599041232831597,0
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,-0.2408572253028645,0.03783399436594634,-0.8701833340815202,-1.6724592395536968,-0.3998318554051079,-0.7049259983890862,-0.4282895663715403,1,1,0.8970324580408517,0.37550618134100167,0.08725728284643752,0.03526272731426061,0.2654460394508642,0.9139873595182525,0.3268988324085902,0.40079480924999056,0.8014193425315598,0.6273179557118954,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1.2525737273156552,-0.37083921303073025,0.9184771676276685,1.0469866784197936,1.8869319458559584,1.0270789116578085,-0.4282895663715403,1,1,0.014003048761304648,0.867358670283503,0.7020232773386758,0.5375838016321499,0.9537950566800562,0.2485419202501501,0.4877302622226889,0.8882431331822286,0.6372400068100956,0.6758005367286619,1
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,-1.2364778603818776,-0.8819465548052382,-1.7645135849361147,-0.7659772668958666,-0.8395941248783899,-0.7049259983890862,2.3348689263480744,0,1,0.40264782852237524,0.710733165704208,0.8520398823641878,0.26514616004470914,0.9805518918923051,0.9033200826747794,0.037105924198703844,0.08340760797065172,0.11329439901640725,0.2691872905719591,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,-0.738667542842371,1.1330640124541778,-0.8701833340815202,-1.6724592395536968,1.4471696763826765,-0.7049259983890862,-0.4282895663715403,1,1,0.49069052838485727,0.31614261237857344,0.42863361866603256,0.6375039027691504,0.4491280527516258,0.015105723654314618,0.4159696117406587,0.6025491908394052,0.02374716331937954,0.446408124995047,1
