0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2.2481943623946683,0.3674663299070645,0.024146916773074168,1.0469866784197936,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,0,1,0.5301443391301615,1
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.738667542842371,-0.6040629515103602,-1.7645135849361147,-1.6724592395536968,-1.1914039404570154,-0.7049259983890862,-0.4282895663715403,1,1,0.5342951899381847,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0.2569530922366421,-0.734498112240609,0.9184771676276685,1.0469866784197936,2.1507893075399274,1.0270789116578085,-0.4282895663715403,0,1,0.5864214231942073,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-0.4897623840726178,-0.6621916644444927,-0.8701833340815202,1.0469866784197936,-0.6636892170890771,-0.7049259983890862,-0.4282895663715403,0,1,0.009119893848193894,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0.2569530922366421,-0.7050793124019931,0.9184771676276685,-0.7659772668958666,-0.3118794015104515,-0.7049259983890862,-0.4282895663715403,0,1,0.945807926422053,1
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0.2569530922366421,-0.30030498209236195,0.9184771676276685,1.0469866784197936,1.5351221302773328,1.0270789116578085,-0.4282895663715403,0,1,0.08425030495413599,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0.7547634097761486,1.701591180419719,-0.8701833340815202,0.1405047057619635,-0.9275465787730462,2.7590838217047033,-0.4282895663715403,0,1,0.08895265002212871,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0.2569530922366421,3.2990674559937188,0.9184771676276685,-0.7659772668958666,0.7435500452254252,-0.7049259983890862,-0.4282895663715403,1,1,0.8799765429460455,1
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0.2569530922366421,0.056265049686524994,0.024146916773074168,-0.7659772668958666,-0.3998318554051079,-0.7049259983890862,2.3348689263480744,1,1,0.47068687171980406,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.9875727016121243,-0.4030935598417429,0.9184771676276685,1.0469866784197936,1.0953598608040507,2.7590838217047033,-0.4282895663715403,1,1,0.1951405136543899,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-1.2364778603818776,-0.22126411023680354,-0.8701833340815202,0.1405047057619635,0.7435500452254252,-0.7049259983890862,2.3348689263480744,0,1,0.17061238326382133,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.9046043153555399,-0.3651681190859368,-1.7645135849361147,0.1405047057619635,1.0953598608040507,1.0270789116578085,2.3348689263480744,0,0,0.6844266675029628,0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,-0.738667542842371,-0.5200598724531074,0.024146916773074168,1.0469866784197936,0.7435500452254252,-0.7049259983890862,-0.4282895663715403,0,1,0.060931085716824374,0
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,-0.9046043153555399,-0.4261323789924662,-0.8701833340815202,-1.6724592395536968,-0.8395941248783899,1.0270789116578085,-0.4282895663715403,0,0,0.058144013902053815,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,-1.2364778603818776,-0.6724705222194308,-1.7645135849361147,-0.7659772668958666,0.03993041406817406,-0.7049259983890862,-0.4282895663715403,1,1,0.3773050715614712,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,-1.2364778603818776,-1.0084828384484417,0.9184771676276685,1.0469866784197936,0.3037877757521432,-0.7049259983890862,-0.4282895663715403,0,1,0.7629705472818938,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.738667542842371,-1.0145083757647846,0.024146916773074168,0.1405047057619635,0.5676451374361124,1.0270789116578085,-0.4282895663715403,0,1,0.9831415434947008,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,-1.1535094741252931,-0.3034949724363083,0.024146916773074168,-0.7659772668958666,-0.13597449372113873,-0.7049259983890862,-0.4282895663715403,0,1,0.1925087039718807,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,3.2438149974736814,1.2634991731844265,0.024146916773074168,1.0469866784197936,2.4146466692238966,1.0270789116578085,-0.4282895663715403,1,1,0.9818246366709464,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-0.2408572253028645,-0.48142554495420214,0.024146916773074168,0.1405047057619635,0.03993041406817406,-0.7049259983890862,-0.4282895663715403,1,1,0.1274801550703858,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0.2569530922366421,0.26538663890078273,-0.8701833340815202,-0.7659772668958666,-0.7516416709837335,-0.7049259983890862,-0.4282895663715403,0,1,0.7826098400221205,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.2408572253028645,0.9196891027813249,-0.8701833340815202,-0.7659772668958666,-0.4877843092997643,1.0270789116578085,-0.4282895663715403,1,1,0.23761548278023903,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,-0.738667542842371,-0.7114592930898858,0.9184771676276685,1.0469866784197936,1.8869319458559584,-0.7049259983890862,-0.4282895663715403,0,1,0.7850466167136545,0
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-0.738667542842371,-0.637026185064472,0.9184771676276685,-1.6724592395536968,-0.22392694761579512,-0.7049259983890862,-0.4282895663715403,1,1,0.37496810396377667,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1.999289203624915,0.5227125266457847,0.9184771676276685,-0.7659772668958666,-0.9275465787730462,1.0270789116578085,-0.4282895663715403,0,1,0.0679341710646344,1
0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,2.2481943623946683,1.0061732854394247,-1.7645135849361147,0.1405047057619635,-0.3998318554051079,-0.7049259983890862,-0.4282895663715403,1,1,0.7842033517875645,0
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,-0.2408572253028645,-0.41514463447442895,0.9184771676276685,-0.7659772668958666,0.12788286796283044,-0.7049259983890862,-0.4282895663715403,0,1,0.1108435007869758,1
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.9046043153555399,-0.7252825845803197,-0.8701833340815202,-0.7659772668958666,0.12788286796283044,-0.7049259983890862,-0.4282895663715403,1,1,0.03351847132919339,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,-0.9875727016121243,-0.9971406505588548,0.9184771676276685,0.1405047057619635,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,0,1,0.9038405717582825,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.7547634097761486,-0.3325593289033746,0.9184771676276685,-0.7659772668958666,-0.4877843092997643,-0.7049259983890862,-0.4282895663715403,0,1,0.9597952527679747,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.738667542842371,-0.7490302904741422,0.024146916773074168,-1.6724592395536968,-0.8395941248783899,-0.7049259983890862,-0.4282895663715403,1,1,0.6222035220357084,0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.2408572253028645,1.039490962365086,-0.8701833340815202,1.0469866784197936,0.7435500452254252,-0.7049259983890862,2.3348689263480744,1,1,0.4305268510352295,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.7547634097761486,1.033465425048743,-1.7645135849361147,1.0469866784197936,-1.0154990326677027,1.0270789116578085,-0.4282895663715403,0,1,0.3900791776078629,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2.2481943623946683,1.0178699167005612,0.9184771676276685,1.0469866784197936,1.9748843997506147,1.0270789116578085,-0.4282895663715403,0,1,0.2097249714899324,1
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-0.8216359290989554,-0.6657360981599887,0.9184771676276685,1.0469866784197936,-0.048022039826482336,1.0270789116578085,-0.4282895663715403,0,1,0.5472029112653342,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1.2525737273156552,-0.34461040353606065,0.9184771676276685,1.0469866784197936,0.3037877757521432,-0.7049259983890862,-0.4282895663715403,0,1,0.8333210907903462,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1.2364778603818776,-0.6802682763935218,-1.7645135849361147,-0.7659772668958666,-1.103451486562359,-0.7049259983890862,-0.4282895663715403,1,1,0.014712041495689276,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,-0.8216359290989554,1.4024409748318656,-1.7645135849361147,1.0469866784197936,0.3037877757521432,1.0270789116578085,-0.4282895663715403,0,1,0.019069636593355144,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,-0.738667542842371,-0.4247146055062679,0.9184771676276685,-0.7659772668958666,-0.6636892170890771,-0.7049259983890862,-0.4282895663715403,0,1,0.46554673006610325,0
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.2569530922366421,-0.3325593289033746,0.9184771676276685,-0.7659772668958666,-0.5757367631944207,-0.7049259983890862,-0.4282895663715403,0,1,0.21572078989051713,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0.5058582510063954,0.9547789965647342,-1.7645135849361147,-0.7659772668958666,-0.4877843092997643,1.0270789116578085,-0.4282895663715403,1,1,0.7709251273715335,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.738667542842371,-0.7121681798329849,0.024146916773074168,-0.7659772668958666,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,0,1,0.7814168387025165,0
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,-0.2408572253028645,0.03783399436594634,-0.8701833340815202,-1.6724592395536968,-0.3998318554051079,-0.7049259983890862,-0.4282895663715403,1,1,0.508870707438599,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1.2525737273156552,-0.37083921303073025,0.9184771676276685,1.0469866784197936,1.8869319458559584,1.0270789116578085,-0.4282895663715403,1,1,0.9917401177137454,1
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,-1.2364778603818776,-0.8819465548052382,-1.7645135849361147,-0.7659772668958666,-0.8395941248783899,-0.7049259983890862,2.3348689263480744,0,1,0.744074762032657,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,-0.738667542842371,1.1330640124541778,-0.8701833340815202,-1.6724592395536968,1.4471696763826765,-0.7049259983890862,-0.4282895663715403,1,1,0.24382392531895736,1
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1.2525737273156552,2.231129577514806,-0.8701833340815202,-0.7659772668958666,-0.3998318554051079,1.0270789116578085,-0.4282895663715403,0,1,0.6236250894154498,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-0.2408572253028645,-0.46441226311982187,0.024146916773074168,-0.7659772668958666,-1.103451486562359,-0.7049259983890862,-0.4282895663715403,0,1,0.8027064163835366,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1.2525737273156552,1.0483520466538259,0.9184771676276685,1.0469866784197936,-1.103451486562359,1.0270789116578085,-0.4282895663715403,1,1,0.7813207637055615,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-0.9875727016121243,-0.6664449849030879,-0.8701833340815202,-1.6724592395536968,-0.7516416709837335,-0.7049259983890862,-0.4282895663715403,1,1,0.4584164382524549,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,-0.4897623840726178,-0.6146962526568478,0.9184771676276685,1.0469866784197936,1.2712647685933636,1.0270789116578085,-0.4282895663715403,1,1,0.20962336739893694,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1.2525737273156552,-0.4672478100922186,0.9184771676276685,1.0469866784197936,2.238741761434584,-0.7049259983890862,-0.4282895663715403,1,1,0.2106123462022358,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,2.2481943623946683,3.9519521463880625,-0.8701833340815202,-0.7659772668958666,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,1,1,0.36179310691003796,1
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0.2569530922366421,-0.03199134982932277,0.9184771676276685,1.0469866784197936,-0.8395941248783899,-0.7049259983890862,-0.4282895663715403,1,1,0.9324414920942431,0
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0.5058582510063954,0.6800853836138023,0.9184771676276685,1.0469866784197936,1.0953598608040507,4.491088731751598,2.3348689263480744,1,1,0.9752170757375787,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,-0.738667542842371,-0.3899791550944081,-0.8701833340815202,-0.7659772668958666,-0.5757367631944207,-0.7049259983890862,-0.4282895663715403,0,1,0.4490476334822663,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,-0.738667542842371,-0.8025512395781302,0.9184771676276685,-1.6724592395536968,-1.1914039404570154,-0.7049259983890862,-0.4282895663715403,0,1,0.09666106585850887,0
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1.2525737273156552,-0.5147432218798635,0.9184771676276685,1.0469866784197936,0.12788286796283044,-0.7049259983890862,-0.4282895663715403,1,1,0.06413731521692068,1
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1.2525737273156552,-0.31093828323884964,0.9184771676276685,1.0469866784197936,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,0,1,0.016589187117071247,0
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1.2525737273156552,1.723212226084244,-1.7645135849361147,-0.7659772668958666,-0.4877843092997643,-0.7049259983890862,-0.4282895663715403,0,1,0.42404882789829,0
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,-1.1535094741252931,-0.9007320534973665,0.9184771676276685,-0.7659772668958666,0.919454953014738,1.0270789116578085,-0.4282895663715403,1,1,0.47453351442302893,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,-1.0705410878687087,-0.7469036302448446,0.024146916773074168,1.0469866784197936,1.35921722248802,1.0270789116578085,2.3348689263480744,1,1,0.7485368125279311,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.7503840448551617,0.9508801194776887,-0.8701833340815202,-1.6724592395536968,0.479692683541456,1.0270789116578085,-0.4282895663715403,0,1,0.16152491150533066,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1.2525737273156552,-0.45874116917502844,0.9184771676276685,1.0469866784197936,0.3917402296467996,-0.7049259983890862,-0.4282895663715403,1,1,0.05979914208107029,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,-0.738667542842371,-0.6185951297438933,0.9184771676276685,1.0469866784197936,2.678504030907866,1.0270789116578085,-0.4282895663715403,0,1,0.6649719545391428,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1.7503840448551617,0.24589225346555532,0.9184771676276685,0.1405047057619635,-0.13597449372113873,-0.7049259983890862,-0.4282895663715403,0,1,0.5845646354007912,1
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,-0.8216359290989554,0.5315736109345244,-0.8701833340815202,1.0469866784197936,1.35921722248802,-0.7049259983890862,-0.4282895663715403,0,1,0.6724316420193504,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,2.746004679934175,2.185051939213359,-0.8701833340815202,-0.7659772668958666,0.3037877757521432,-0.7049259983890862,2.3348689263480744,0,1,0.9181906247200148,0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0.7547634097761486,0.19875128504945994,-0.8701833340815202,-1.6724592395536968,-1.1914039404570154,-0.7049259983890862,-0.4282895663715403,0,1,0.9703080175550195,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0.2569530922366421,0.9469812423906432,-1.7645135849361147,-1.6724592395536968,0.7435500452254252,1.0270789116578085,-0.4282895663715403,1,1,0.5572974985590549,1
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,-0.4897623840726178,-0.7295359050389147,0.9184771676276685,0.1405047057619635,1.0074074069093943,-0.7049259983890862,-0.4282895663715403,1,1,0.6319609636721324,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,-0.2408572253028645,-0.6037085081388105,0.024146916773074168,1.0469866784197936,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,0,1,0.28364474981136845,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.2569530922366421,-0.5374275976590372,0.9184771676276685,1.0469866784197936,1.9748843997506147,-0.7049259983890862,-0.4282895663715403,1,1,0.27207937710847285,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.9046043153555399,-0.3389393095912672,0.024146916773074168,1.0469866784197936,1.4471696763826765,-0.7049259983890862,-0.4282895663715403,0,1,0.8461815646351435,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,-0.738667542842371,-0.6590016741005464,0.9184771676276685,-0.7659772668958666,-0.5757367631944207,1.0270789116578085,-0.4282895663715403,1,1,0.5290734579720574,0
